GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
9414	1	0.396	0.807	-0.8491563	-0.685193	1207.07	TJP2	tight junction protein 2
320	1	0.811	1.239	0.2392912	0.29657	54.26	APBA1	amyloid beta precursor protein binding family A member 1
375743	1	0.955	0.8	0.0558349	0.044676	590.48	PTAR1	protein prenyltransferase alpha subunit repeat containing 1
256691	1	0.534	1.076	-0.6224041	-0.669469	79.32	MAMDC2	MAM domain containing 2
23137	1	0.806	0.778	-0.2453588	-0.190782	1055.2	SMC5	structural maintenance of chromosomes 5
687	1	0.465	0.861	-0.73051	-0.628807	266.11	KLF9	KLF transcription factor 9
23670	1	0.327	0.831	-0.9805625	-0.815035	498.83	CEMIP2	cell migration inducing hyaluronidase 2
51104	1	0.921	0.882	-0.099367	-0.08764	216.79	ABHD17B	abhydrolase domain containing 17B, depalmitoylase
138241	1	0.926	0.954	-0.09308	-0.088838	137.16	C9orf85	chromosome 9 open reading frame 85
7763	1	0.741	0.802	0.3299663	0.264789	1359	ZFAND5	zinc finger AN1-type containing 5
140803	1	0.875	1.481	-0.1577135	-0.233507	28.96	TRPM6	transient receptor potential cation channel subfamily M member 6
55071	1	0.161	1.247	1.4012723	1.747003	55.49	C9orf40	chromosome 9 open reading frame 40
101927380	1	0.803	1.68	0.2497605	0.419513	21	CARNMT1-AS1	CARNMT1 antisense RNA 1
138199	1	0.647	0.835	0.4582645	0.38282	339.96	CARNMT1	carnosine N-methyltransferase 1
54981	1	0.703	0.927	0.3813659	0.35343	179.36	NMRK1	nicotinamide riboside kinase 1
26578	1	0.264	0.8	1.1176947	0.894624	586.52	OSTF1	osteoclast stimulating factor 1
5125	1	0.574	0.818	-0.5625367	-0.459954	423.8	PCSK5	proprotein convertase subtilisin/kexin type 5
55312	1	0.431	0.983	0.7873251	0.773681	142.2	RFK	riboflavin kinase
2650	1	0.796	1.199	0.2580112	0.30944	102.65	GCNT1	glucosaminyl (N-acetyl) transferase 1
158471	1	0.991	1.533	0.0108742	0.016667	30.11	PRUNE2	prune homolog 2 with BCH domain
23230	1	0.733	0.806	-0.3406453	-0.27457	827.38	VPS13A	vacuolar protein sorting 13 homolog A
2776	1	0.49	0.831	0.6906434	0.573605	593.02	GNAQ	G protein subunit alpha q
107987081	1	0.433	0.93	-0.7836149	-0.728867	217.8	LOC107987081	uncharacterized LOC107987081
84131	1	0.156	0.875	1.4170675	1.240545	330.63	CEP78	centrosomal protein 78
29968	1	0.198	0.886	1.2865754	1.139804	242.37	PSAT1	phosphoserine aminotransferase 1
7091	1	0.4	0.871	-0.8413443	-0.732603	301.89	TLE4	TLE family member 4, transcriptional corepressor
7088	1	0.635	0.973	0.4743435	0.461355	245.26	TLE1	TLE family member 1, transcriptional corepressor
158158	1	0.467	0.925	0.7276852	0.672994	202.91	RASEF	RAS and EF-hand domain containing
112268037	1	0.78	1.778	0.2794329	0.496822	19.32	LOC112268037	
257019	1	0.633	1.374	0.4772879	0.655763	51.71	FRMD3	FERM domain containing 3
414328	1	0.488	1.303	0.6934604	0.903906	50.69	IDNK	IDNK gluconokinase
29979	1	0.643	0.777	0.4628435	0.359511	1103.96	UBQLN1	ubiquilin 1
105376114	1	0.58	1.234	0.5535976	0.683388	49.84	UBQLN1-AS1	UBQLN1 antisense RNA 1
80318	1	0.171	1.491	1.3693516	2.041785	32.92	GKAP1	G kinase anchoring protein 1
55582	1	0.817	0.998	0.2314886	0.231113	116.52	KIF27	kinesin family member 27
84267	1	0.194	0.951	1.2974685	1.234399	147.32	C9orf64	chromosome 9 open reading frame 64
3190	1	0.51	0.761	0.6588516	0.501163	3095.03	HNRNPK	heterogeneous nuclear ribonucleoprotein K
80010	1	0.305	0.828	1.0263369	0.849485	427.39	RMI1	RecQ mediated genome instability 1
105376116	1	0.0884	1.676	-1.703936	-2.855204	26.3	SLC28A3-AS1	SLC28A3 regulatory antisense RNA 1
102724036	1	0.285	5.42	1.0683896	5.790415	39.99	LOC102724036	uncharacterized LOC102724036
23287	1	0.867	0.85	0.1672065	0.14207	348.39	AGTPBP1	ATP/GTP binding carboxypeptidase 1
389765	1	0.234	1.376	1.1894237	1.636118	38.66	LOC389765	kinesin family member 27 pseudogene
60560	1	0.505	0.837	0.6664125	0.557543	354.77	NAA35	N-alpha-acetyltransferase 35, NatC auxiliary subunit
51280	1	0.666	0.869	0.4319482	0.375327	326.76	GOLM1	golgi membrane protein 1
81689	1	0.427	0.942	0.7937249	0.747811	266.55	ISCA1	iron-sulfur cluster assembly 1
79670	1	0.196	0.774	-1.2918374	-0.999641	1427	TUT7	terminal uridylyl transferase 7
2619	1	0.204	1.011	-1.2693852	-1.283145	136.13	GAS1	growth arrest specific 1
1612	1	0.586	1.01	-0.544465	-0.549849	102.62	DAPK1	death associated protein kinase 1
10927	1	0.451	0.806	0.7533783	0.606904	523.26	SPIN1	spindlin 1
1903	1	0.264	1.106	1.1171918	1.235138	91.71	S1PR3	sphingosine-1-phosphate receptor 3
53358	1	0.646	1.67	-0.4599398	-0.768205	20.97	SHC3	SHC adaptor protein 3
1164	1	0.0779	0.86	1.7629719	1.516576	274.52	CKS2	CDC28 protein kinase regulatory subunit 2
79048	1	0.572	0.841	-0.5648382	-0.475015	319.89	SECISBP2	SECIS binding protein 2
10507	1	0.892	0.844	-0.1359025	-0.114686	311.05	SEMA4D	semaphorin 4D
54769	1	0.403	5.345	0.8362838	4.469534	48.67	DIRAS2	DIRAS family GTPase 2
6850	1	0.251	0.833	1.1485422	0.956887	752.57	SYK	spleen associated tyrosine kinase
100507103	1	0.624	1.773	0.4899669	0.868592	18.37	LINC02937	long intergenic non-protein coding RNA 2937
549	1	0.412	0.903	0.8211506	0.741602	375.57	AUH	AU RNA binding methylglutaconyl-CoA hydratase
4783	1	0.75	0.868	0.3180744	0.275953	258.81	NFIL3	nuclear factor, interleukin 3 regulated
4920	1	0.565	1.096	-0.5758824	-0.631358	76.49	ROR2	receptor tyrosine kinase like orphan receptor 2
10558	1	0.585	0.803	0.5462654	0.438912	607.81	SPTLC1	serine palmitoyltransferase long chain base subunit 1
112268048	1	0.612	1.526	0.5074823	0.774184	26.93	LOC112268048	uncharacterized LOC112268048
3376	1	0.282	0.801	1.0751605	0.860839	1045.88	IARS1	isoleucyl-tRNA synthetase 1
55035	1	0.712	0.829	0.3694008	0.30637	524.19	NOL8	nucleolar protein 8
401541	1	0.705	0.952	0.3788884	0.360532	357.18	CENPP	centromere protein P
4969	1	0.274	1.026	1.095029	1.123448	109.18	OGN	osteoglycin
4958	1	0.351	1.011	0.9333085	0.943444	110.95	OMD	osteomodulin
54829	1	0.961	0.822	-0.048559	-0.039906	508.39	ASPN	asporin
1842	1	0.483	0.896	-0.7007125	-0.628023	199.86	ECM2	extracellular matrix protein 2
64768	1	0.94	0.91	0.0750752	0.068308	414.39	IPPK	inositol-pentakisphosphate 2-kinase
100128361	1	0.843	1.332	-0.1982994	-0.264119	46.11	LOC100128361	uncharacterized LOC100128361
107987095	1	0.301	1.423	1.0349846	1.472852	40.17	LOC107987095	uncharacterized LOC107987095
23299	1	0.852	0.799	0.1869766	0.14933	3666.88	BICD2	BICD cargo adaptor 2
138649	1	0.961	1.741	0.0489543	0.08521	19.09	ANKRD19P	ankyrin repeat domain 19, pseudogene
83744	1	0.346	0.855	0.9418723	0.804893	280.14	ZNF484	zinc finger protein 484
89846	1	0.301	1.211	-1.0340114	-1.251715	94.71	FGD3	FYVE, RhoGEF and PH domain containing 3
101927954	1	0.441	1.874	-0.7700594	-1.442873	18.85	LOC101927954	uncharacterized LOC101927954
84270	1	0.252	1.122	1.1447535	1.284893	75.96	CARD19	caspase recruitment domain family member 19
445577	1	0.397	1.662	0.846403	1.406304	22.67	FAM120A2P	family with sequence similarity 120A2, pseudogene
158293	1	0.251	0.823	1.1485029	0.945422	413.78	FAM120AOS	family with sequence similarity 120A opposite strand
23196	1	0.276	0.797	1.0890619	0.867618	1542.83	FAM120A	family with sequence similarity 120A
5253	1	0.131	0.884	1.5096798	1.335082	377.32	PHF2	PHD finger protein 2
56033	1	0.427	2.253	0.7948245	1.790442	19.67	BARX1	BARX homeobox 1
138639	1	0.981	0.975	-0.0242742	-0.023668	125.59	PTPDC1	protein tyrosine phosphatase domain containing 1
406881	1	0.616	1.702	0.5014974	0.853789	21.36	MIRLET7A1	microRNA let-7a-1
158257	1	0.735	1.149	-0.3391099	-0.389493	63.48	LINC02603	long intergenic non-protein coding RNA 2603
169841	1	0.682	1.396	-0.4091882	-0.571237	33.64	ZNF169	zinc finger protein 169
84641	1	0.995	0.796	0.006562	0.005227	703.73	MFSD14B	major facilitator superfamily domain containing 14B
2203	1	0.378	1.178	-0.8815296	-1.038701	71.8	FBP1	fructose-bisphosphatase 1
84909	1	0.217	0.845	1.2342354	1.042982	1418.77	AOPEP	aminopeptidase O (putative)
101928119	1	0.913	1.493	-0.1094379	-0.16339	29.07	LOC101928119	uncharacterized LOC101928119
2176	1	0.349	0.911	0.9358165	0.852202	238.21	FANCC	FA complementation group C
107987102	1	0.54	1.285	0.6134171	0.788272	44.78	LOC107987102	uncharacterized LOC107987102
105376156	1	0.361	1.503	0.9142805	1.374372	28.85	LOC105376156	uncharacterized LOC105376156
100128782	1	0.356	1.4	0.9230736	1.292282	36.05	ERCC6L2-AS1	ERCC6L2 antisense RNA 1
375748	1	0.996	0.836	-0.0052315	-0.004373	472.29	ERCC6L2	ERCC excision repair 6 like 2
158434	1	0.0813	2.008	1.7434351	3.501538	25.17	LOC158434	uncharacterized LOC158434
11046	1	0.809	1.108	-0.2417308	-0.267825	73.28	SLC35D2	solute carrier family 35 member D2
195828	1	0.163	1.034	1.3953963	1.442497	268.04	ZNF367	zinc finger protein 367
22927	1	0.988	1.285	0.0145088	0.018642	45.38	HABP4	hyaluronan binding protein 4
8555	1	0.518	1.13	0.6460746	0.730068	89.36	CDC14B	cell division cycle 14B
195827	1	0.354	0.987	0.9264498	0.914654	123.22	PRXL2C	peroxiredoxin like 2C
22869	1	0.615	0.926	0.5036338	0.466269	160.46	ZNF510	zinc finger protein 510
158431	1	0.891	0.96	-0.1364534	-0.130991	130.61	ZNF782	zinc finger protein 782
84278	1	0.928	1.067	-0.0906985	-0.096786	90.73	MFSD14CP	major facilitator superfamily domain containing 14C, pseudogene
441457	1	0.948	1.351	0.0655887	0.088615	41.67	NUTM2G	NUT family member 2G
101926917	1	0.942	1.552	0.0723966	0.112369	27.03	ANKRD18CP	ankyrin repeat domain 18C, pseudogene
23424	1	0.426	0.896	0.7964019	0.713182	199.35	TDRD7	tudor domain containing 7
7111	1	0.983	1.4	0.0216837	0.030359	35.02	TMOD1	tropomodulin 1
158427	1	0.747	1.022	0.3231518	0.330393	128.8	TSTD2	thiosulfate sulfurtransferase like domain containing 2
4686	1	0.712	0.811	0.3695921	0.299787	503.7	NCBP1	nuclear cap binding protein subunit 1
101928337	1	0.735	1.442	0.3379841	0.487402	31.41	PTCSC2	papillary thyroid carcinoma susceptibility candidate 2
51531	1	0.324	0.998	0.9868771	0.984881	117.41	TRMO	tRNA methyltransferase O
54187	1	0.19	1.006	1.3111502	1.319203	180.75	NANS	N-acetylneuraminate synthase
9830	1	0.431	0.883	0.7875693	0.69546	477.34	TRIM14	tripartite motif containing 14
55357	1	0.461	0.801	0.7372938	0.590822	572.05	TBC1D2	TBC1 domain family member 2
203286	1	0.723	0.943	0.3547888	0.334662	152.52	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6
79695	1	0.377	1.339	0.8842186	1.184388	81.02	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12
1306	1	0.584	0.851	0.5478576	0.466017	288.47	COL15A1	collagen type XV alpha 1 chain
7046	1	0.705	0.786	-0.3789598	-0.297797	1090.13	TGFBR1	transforming growth factor beta receptor 1
85365	1	0.592	0.907	0.5352288	0.485689	181.06	ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase
10952	1	0.246	0.845	1.1595417	0.979907	320.76	SEC61B	SEC61 translocon subunit beta
8013	1	0.833	1.168	0.2102163	0.245535	59.23	NR4A3	nuclear receptor subfamily 4 group A member 3
55014	1	0.735	0.834	-0.3381377	-0.282136	342.11	STX17	syntaxin 17
23071	1	0.616	0.803	0.5015777	0.402631	582.38	ERP44	endoplasmic reticulum protein 44
27130	1	0.591	0.903	0.5367931	0.484565	254.83	INVS	inversin
54881	1	0.479	0.864	0.7085309	0.61188	255.81	TEX10	testis expressed 10
91283	1	0.606	0.907	0.5156853	0.467637	182.09	MSANTD3	Myb/SANT DNA binding domain containing 3
100526694	1	0.85	1.005	-0.1887309	-0.189653	109.36	MSANTD3-TMEFF1	MSANTD3-TMEFF1 readthrough
8577	1	0.477	1.355	-0.7111663	-0.963781	40.44	TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1
54534	1	0.105	0.891	1.6226347	1.445526	212.45	MRPL50	mitochondrial ribosomal protein L50
7743	1	0.407	0.87	0.8299674	0.721832	243.3	ZNF189	zinc finger protein 189
84302	1	0.0843	0.936	1.7261555	1.615272	158.34	PGAP4	post-GPI attachment to proteins GalNAc transferase 4
56254	1	0.126	0.815	1.5314688	1.247512	710.88	RNF20	ring finger protein 20
10592	1	0.225	0.869	1.213325	1.05438	1128.73	SMC2	structural maintenance of chromosomes 2
25934	1	0.86	1.031	0.1759442	0.181371	102.06	NIPSNAP3A	nipsnap homolog 3A
55335	1	0.935	1.68	0.0813027	0.136587	20.67	NIPSNAP3B	nipsnap homolog 3B
19	1	0.109	0.807	1.6030946	1.29409	1734.21	ABCA1	ATP binding cassette subfamily A member 1
23446	1	0.508	0.814	0.6623832	0.539453	2289.03	SLC44A1	solute carrier family 44 member 1
83856	1	0.864	1.156	-0.1708438	-0.197536	65.08	FSD1L	fibronectin type III and SPRY domain containing 1 like
26134	1	0.994	1.074	0.0077775	0.008354	79.88	RALGAPA1P1	RALGAPA1 pseudogene 1
2218	1	0.838	0.902	0.2045401	0.184437	208.94	FKTN	fukutin
55151	1	0.323	0.974	0.9887931	0.963073	138.43	TMEM38B	transmembrane protein 38B
58499	1	0.67	0.855	-0.4256661	-0.36406	504.67	ZNF462	zinc finger protein 462
112268052	1	0.168	0.911	1.377136	1.254948	267.21	LOC112268052	
5887	1	0.309	0.782	1.0182708	0.795939	1862.24	RAD23B	RAD23 homolog B, nucleotide excision repair protein
9314	1	0.297	0.81	1.0429598	0.844742	929.88	KLF4	KLF transcription factor 4
8518	1	0.313	0.871	1.0084069	0.87876	449.57	ELP1	elongator acetyltransferase complex subunit 1
54942	1	0.733	1.069	-0.3409351	-0.364518	82.44	ABITRAM	actin binding transcription modulator
8727	1	0.433	0.93	-0.7848706	-0.730295	309.27	CTNNAL1	catenin alpha like 1
23731	1	0.68	0.788	0.4118784	0.324449	767.05	TMEM245	transmembrane protein 245
23732	1	0.238	2.167	1.1792703	2.55544	18.08	FRRS1L	ferric chelate reductase 1 like
54566	1	0.801	0.934	-0.251502	-0.234787	151.9	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
5774	1	0.874	0.845	0.1591055	0.134487	311.5	PTPN3	protein tyrosine phosphatase non-receptor type 3
445815	1	0.771	0.896	0.2916268	0.261367	331.85	PALM2AKAP2	PALM2 and AKAP2 fusion
7295	1	0.0756	0.787	1.7769097	1.398008	1340.97	TXN	thioredoxin
79987	1	0.734	1.217	-0.3394754	-0.413241	58.02	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
1902	1	0.246	1.245	1.1599269	1.443796	407.88	LPAR1	lysophosphatidic acid receptor 1
23392	1	0.609	0.82	0.5121587	0.419738	1178.97	ECPAS	Ecm29 proteasome adaptor and scaffold
158399	1	0.56	1.113	0.5827457	0.648781	95.94	ZNF483	zinc finger protein 483
552891	1	0.544	1.004	0.6068704	0.609179	205.59	DNAJC25-GNG10	DNAJC25-GNG10 readthrough
548645	1	0.71	1.073	0.3722294	0.399372	86.21	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25
2790	1	0.566	1.028	0.5735202	0.589329	199.14	GNG10	G protein subunit gamma 10
158401	1	0.829	1.096	-0.2158753	-0.236496	97.98	SHOC1	shortage in chiasmata 1
7357	1	0.354	0.801	-0.9275034	-0.743376	1073.74	UGCG	UDP-glucose ceramide glucosyltransferase
105376220	1	0.168	1.496	-1.3797572	-2.063442	30.37	LINC02977	long intergenic non-protein coding RNA 2977
64420	1	0.526	0.931	-0.6346455	-0.590814	185.45	SUSD1	sushi domain containing 1
9991	1	0.894	0.767	-0.13292	-0.101958	2861.56	PTBP3	polypyrimidine tract binding protein 3
84263	1	0.46	0.827	0.7381594	0.610474	395.14	HSDL2	hydroxysteroid dehydrogenase like 2
100133204	1	0.785	1.507	0.2732293	0.411719	29	HSDL2-AS1	HSDL2 antisense RNA 1
158405	1	0.665	0.883	-0.4335323	-0.382785	213.33	KIAA1958	KIAA1958
58493	1	0.83	0.949	0.215097	0.204066	146.94	INIP	INTS3 and NABP interacting protein
401548	1	0.343	0.854	0.9484998	0.810332	334.52	SNX30	sorting nexin family member 30
57864	1	0.655	1.941	0.4470036	0.867598	18.12	SLC46A2	solute carrier family 46 member 2
7539	1	0.602	1.336	0.5210084	0.695947	39.43	ZFP37	ZFP37 zinc finger protein
1318	1	0.593	1.03	-0.5347524	-0.550596	95.87	SLC31A2	solute carrier family 31 member 2
23307	1	0.985	0.814	0.018281	0.014879	685.38	FKBP15	FKBP prolyl isomerase family member 15
1317	1	0.566	0.826	0.5733387	0.47367	454.94	SLC31A1	solute carrier family 31 member 1
246184	1	0.406	1.036	0.8315156	0.861781	110.96	CDC26	cell division cycle 26
114987	1	0.131	1.562	1.5087962	2.35681	28.14	WDR31	WD repeat domain 31
54836	1	0.715	0.992	-0.3646564	-0.361715	114.37	BSPRY	B-box and SPRY domain containing
81932	1	0.112	1.216	1.5892399	1.933232	55.67	HDHD3	haloacid dehalogenase like hydrolase domain containing 3
210	1	0.273	0.974	1.0960839	1.067339	208.76	ALAD	aminolevulinate dehydratase
54107	1	0.0837	0.885	1.7297992	1.53112	685.57	POLE3	DNA polymerase epsilon 3, accessory subunit
5998	1	0.672	0.98	0.4229129	0.414339	156.63	RGS3	regulator of G protein signaling 3
114991	1	0.344	0.891	0.9465634	0.843591	225.45	ZNF618	zinc finger protein 618
85301	1	0.102	1.159	-1.6375756	-1.898515	424.45	COL27A1	collagen type XXVII alpha 1 chain
80709	1	0.599	0.97	-0.5251316	-0.509402	215.02	AKNA	AT-hook transcription factor
25861	1	0.848	1.237	-0.1919	-0.237396	56.3	WHRN	whirlin
9550	1	0.417	0.789	0.8116734	0.640092	1005.69	ATP6V1G1	ATPase H+ transporting V1 subunit G1
203197	1	0.272	0.985	1.0981194	1.082048	157.89	TMEM268	transmembrane protein 268
9966	1	0.325	1.377	0.9851237	1.35662	52.99	TNFSF15	TNF superfamily member 15
3371	1	0.0792	0.949	-1.7555354	-1.666211	6699.09	TNC	tenascin C
493913	1	0.201	1.303	-1.2784864	-1.665662	42.15	PAPPA-AS1	PAPPA antisense RNA 1
23245	1	0.117	0.84	-1.5686475	-1.317218	348.27	ASTN2	astrotactin 2
22954	1	0.914	0.911	-0.1081214	-0.098544	178.9	TRIM32	tripartite motif containing 32
105376239	1	0.118	0.985	-1.5640713	-1.540343	116.15	LOC105376239	uncharacterized LOC105376239
7099	1	0.603	1.05	-0.5197914	-0.545726	110.9	TLR4	toll like receptor 4
55755	1	0.48	0.886	0.705835	0.625561	725.12	CDK5RAP2	CDK5 regulatory subunit associated protein 2
1955	1	0.838	0.804	0.2041965	0.164075	569.08	MEGF9	multiple EGF like domains 9
26190	1	0.53	0.821	0.6283724	0.515948	534.07	FBXW2	F-box and WD repeat domain containing 2
100288842	1	0.228	1.418	1.2058892	1.709656	42.94	B3GALT9	beta-1,3-galactosyltransferase 9
5711	1	0.584	0.888	0.5477357	0.486358	295.94	PSMD5	proteasome 26S subunit, non-ATPase 5
253039	1	0.57	1.04	0.5676091	0.590417	99.37	CUTALP	cutA divalent cation tolerance like, pseudogene
26147	1	0.116	1.11	1.5729123	1.745899	163.46	PHF19	PHD finger protein 19
7185	1	0.641	1.226	-0.466262	-0.571591	66.74	TRAF1	TNF receptor associated factor 1
727	1	0.382	1.283	0.8739656	1.121209	67.48	C5	complement C5
11064	1	0.588	0.927	0.5412006	0.50188	515.43	CNTRL	centriolin
51552	1	0.667	0.833	0.4305491	0.358487	804.91	RAB14	RAB14, member RAS oncogene family
2934	1	0.196	0.759	1.2937341	0.982104	2374.98	GSN	gelsolin
57000	1	0.708	1.095	-0.3752071	-0.410922	74.55	GSN-AS1	GSN antisense RNA 1
2040	1	0.402	0.837	0.8382036	0.701879	962.01	STOM	stomatin
2681	1	0.302	1.326	1.0324014	1.36886	62.23	GGTA1	glycoprotein alpha-galactosyltransferase 1 (inactive)
153090	1	0.821	0.889	0.2257652	0.200625	1098.42	DAB2IP	DAB2 interacting protein
105376257	1	0.408	1.623	-0.8269719	-1.342131	22.41	LOC105376257	uncharacterized LOC105376257
158135	1	0.334	1.049	-0.9663336	-1.014139	87.02	TTLL11	tubulin tyrosine ligase like 11
4702	1	0.12	0.928	1.5556867	1.443249	184.78	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8
92400	1	0.575	0.917	0.5601884	0.513718	175.3	RBM18	RNA binding motif protein 18
92399	1	0.514	0.898	0.6523435	0.585556	291.4	MRRF	mitochondrial ribosome recycling factor
5742	1	0.152	1.057	-1.4307909	-1.512731	209.56	PTGS1	prostaglandin-endoperoxide synthase 1
5082	1	0.174	0.867	1.3581098	1.176985	271.21	PDCL	phosducin like
54542	1	0.792	0.812	0.2637629	0.214127	978.13	RC3H2	ring finger and CCCH-type domains 2
692206	1	0.896	1.802	0.1310888	0.236255	18.16	SNORD90	small nucleolar RNA, C/D box 90
10773	1	0.577	0.896	0.5582341	0.499955	198.81	ZBTB6	zinc finger and BTB domain containing 6
57684	1	0.898	1.198	-0.128623	-0.15404	56.96	ZBTB26	zinc finger and BTB domain containing 26
23637	1	0.843	0.937	0.1975603	0.18507	867.4	RABGAP1	RAB GTPase activating protein 1
2844	1	0.155	1.077	-1.4204036	-1.529142	90.64	GPR21	G protein-coupled receptor 21
55342	1	0.341	0.87	0.9527707	0.828928	448.13	STRBP	spermatid perinuclear RNA binding protein
81571	1	0.765	1.775	0.2988225	0.530552	18.08	MIR600HG	MIR600 host gene
10783	1	0.612	0.876	0.5075232	0.444528	252.21	NEK6	NIMA related kinase 6
5695	1	0.322	0.826	0.9900706	0.817899	407.11	PSMB7	proteasome 20S subunit beta 7
100129034	1	0.581	0.863	0.5524588	0.477038	302.56	LOC100129034	uncharacterized LOC100129034
105376270	1	0.298	1.801	1.0401155	1.873674	27.13	LOC105376270	uncharacterized LOC105376270
2649	1	0.683	1.291	-0.4088628	-0.527766	43.51	NR6A1	nuclear receptor subfamily 6 group A member 1
169611	1	0.517	1.114	0.6481273	0.722285	867.89	OLFML2A	olfactomedin like 2A
401551	1	0.137	0.875	1.4856192	1.29976	237.69	WDR38	WD repeat domain 38
81873	1	0.496	0.869	0.6802257	0.591142	365.55	ARPC5L	actin related protein 2/3 complex subunit 5 like
2800	1	0.405	0.845	0.8320509	0.702676	347.78	GOLGA1	golgin A1
286205	1	0.444	0.955	0.7654185	0.730689	139.36	SCAI	suppressor of cancer cell invasion
5537	1	0.359	0.823	0.9174924	0.755032	421.8	PPP6C	protein phosphatase 6 catalytic subunit
10244	1	0.196	0.997	1.2933684	1.289359	113.98	RABEPK	Rab9 effector protein with kelch motifs
3309	1	0.927	0.758	0.0919375	0.069655	2787.95	HSPA5	heat shock protein family A (Hsp70) member 5
